id,severity_type,fault_severity,location
5009,severity_type 1,0.0,location 601
11552,severity_type 1,0.0,location 601
1,severity_type 1,1.0,location 601
15132,severity_type 1,,location 601
3159,severity_type 4,,location 601
18010,severity_type 1,1.0,location 601
3011,severity_type 1,1.0,location 601
5612,severity_type 1,,location 601
11677,severity_type 1,,location 601
4624,severity_type 1,1.0,location 601
11988,severity_type 1,,location 601
10115,severity_type 1,1.0,location 601
8646,severity_type 1,,location 601
12383,severity_type 1,2.0,location 601
3163,severity_type 2,,location 601
11055,severity_type 1,,location 601
12501,severity_type 4,,location 601
15878,severity_type 4,0.0,location 601
12370,severity_type 2,0.0,location 602
1479,severity_type 2,0.0,location 602
8751,severity_type 2,,location 602
574,severity_type 2,,location 602
3738,severity_type 1,,location 602
2924,severity_type 1,,location 602
59,severity_type 1,0.0,location 602
9090,severity_type 2,0.0,location 602
4024,severity_type 1,0.0,location 602
4893,severity_type 1,,location 603
7600,severity_type 1,0.0,location 603
11297,severity_type 1,0.0,location 603
17289,severity_type 1,,location 603
16155,severity_type 4,0.0,location 603
18269,severity_type 2,,location 603
11137,severity_type 1,2.0,location 603
700,severity_type 1,,location 603
10428,severity_type 1,,location 603
18397,severity_type 2,0.0,location 603
13840,severity_type 2,,location 603
7066,severity_type 1,,location 603
18440,severity_type 1,1.0,location 603
394,severity_type 1,,location 603
1006,severity_type 1,0.0,location 603
18466,severity_type 1,0.0,location 603
3005,severity_type 1,,location 603
15118,severity_type 1,1.0,location 603
18495,severity_type 1,,location 603
13957,severity_type 1,0.0,location 603
6112,severity_type 1,,location 603
2125,severity_type 1,1.0,location 603
17925,severity_type 4,0.0,location 603
6521,severity_type 1,0.0,location 603
16123,severity_type 1,0.0,location 603
13959,severity_type 1,0.0,location 604
10020,severity_type 4,0.0,location 604
5833,severity_type 1,,location 604
1377,severity_type 4,,location 604
17804,severity_type 1,,location 604
5798,severity_type 1,1.0,location 604
11722,severity_type 1,,location 604
3439,severity_type 1,,location 604
13783,severity_type 1,,location 604
10599,severity_type 1,1.0,location 604
16859,severity_type 1,,location 604
1650,severity_type 1,,location 604
5422,severity_type 1,0.0,location 604
2073,severity_type 1,,location 605
16981,severity_type 1,,location 605
7505,severity_type 1,,location 606
6961,severity_type 1,,location 606
13684,severity_type 2,0.0,location 607
8987,severity_type 2,0.0,location 607
14639,severity_type 1,,location 607
3827,severity_type 1,,location 607
11372,severity_type 1,,location 607
9538,severity_type 1,2.0,location 607
4421,severity_type 2,,location 607
8925,severity_type 2,,location 607
6562,severity_type 2,,location 607
1295,severity_type 2,0.0,location 607
11654,severity_type 2,1.0,location 607
1813,severity_type 2,0.0,location 607
16404,severity_type 2,,location 607
5734,severity_type 1,,location 607
8290,severity_type 2,,location 607
3041,severity_type 1,,location 607
730,severity_type 2,,location 607
4959,severity_type 1,0.0,location 607
7933,severity_type 1,,location 607
10698,severity_type 1,0.0,location 607
2880,severity_type 1,1.0,location 607
1911,severity_type 4,,location 607
5607,severity_type 4,0.0,location 607
4001,severity_type 4,,location 607
9661,severity_type 2,0.0,location 608
15152,severity_type 1,,location 608
5441,severity_type 1,,location 608
7164,severity_type 2,,location 609
9994,severity_type 2,,location 609
16909,severity_type 2,0.0,location 609
7792,severity_type 2,,location 609
8017,severity_type 2,0.0,location 609
15599,severity_type 1,0.0,location 609
18363,severity_type 1,1.0,location 609
5060,severity_type 2,,location 609
14780,severity_type 2,,location 609
5642,severity_type 1,,location 609
14334,severity_type 1,,location 609
3829,severity_type 1,,location 609
11762,severity_type 2,,location 609
9402,severity_type 2,1.0,location 609
11111,severity_type 1,,location 609
14019,severity_type 2,,location 609
3505,severity_type 2,,location 609
3077,severity_type 2,,location 609
17065,severity_type 2,0.0,location 609
11533,severity_type 2,,location 609
14033,severity_type 2,,location 609
7225,severity_type 2,,location 609
13271,severity_type 2,,location 609
15424,severity_type 2,,location 609
15708,severity_type 2,,location 609
1175,severity_type 2,,location 609
17721,severity_type 2,0.0,location 609
1324,severity_type 2,0.0,location 609
50,severity_type 1,,location 609
6780,severity_type 2,0.0,location 609
16328,severity_type 2,,location 609
10585,severity_type 2,,location 609
1220,severity_type 2,,location 609
12597,severity_type 2,1.0,location 609
8896,severity_type 2,,location 609
8856,severity_type 2,1.0,location 609
7030,severity_type 4,0.0,location 609
16364,severity_type 4,1.0,location 609
2494,severity_type 4,,location 609
761,severity_type 1,,location 61
9658,severity_type 2,,location 61
2970,severity_type 1,,location 610
14921,severity_type 1,0.0,location 610
17955,severity_type 1,2.0,location 610
16935,severity_type 1,,location 610
15493,severity_type 1,0.0,location 611
15750,severity_type 1,,location 611
8009,severity_type 1,0.0,location 611
4612,severity_type 1,,location 612
2850,severity_type 1,,location 613
10149,severity_type 2,,location 613
4912,severity_type 2,,location 613
18024,severity_type 2,,location 613
6078,severity_type 1,,location 613
3232,severity_type 1,,location 613
8572,severity_type 1,0.0,location 613
6044,severity_type 1,0.0,location 613
4559,severity_type 2,,location 613
6799,severity_type 2,,location 613
1190,severity_type 1,,location 613
5782,severity_type 2,,location 613
15924,severity_type 1,0.0,location 613
2937,severity_type 1,0.0,location 613
2246,severity_type 2,,location 613
1683,severity_type 1,,location 613
6165,severity_type 1,,location 613
6324,severity_type 1,,location 613
16792,severity_type 1,,location 613
1769,severity_type 2,,location 613
13052,severity_type 1,0.0,location 613
17802,severity_type 1,,location 613
15948,severity_type 1,,location 613
15451,severity_type 2,0.0,location 613
12807,severity_type 1,,location 613
9845,severity_type 1,2.0,location 613
15316,severity_type 2,0.0,location 613
3510,severity_type 2,,location 613
4113,severity_type 2,,location 613
3985,severity_type 1,,location 613
15201,severity_type 2,,location 613
5017,severity_type 2,,location 613
11953,severity_type 1,2.0,location 613
17803,severity_type 1,1.0,location 613
4949,severity_type 1,1.0,location 613
7985,severity_type 1,,location 613
17481,severity_type 2,,location 613
736,severity_type 1,,location 613
11564,severity_type 2,,location 613
10786,severity_type 1,,location 613
18309,severity_type 1,1.0,location 613
5148,severity_type 1,1.0,location 613
4594,severity_type 1,,location 613
12901,severity_type 1,,location 613
1056,severity_type 1,,location 613
2791,severity_type 1,,location 613
10165,severity_type 2,,location 613
4108,severity_type 1,2.0,location 613
11798,severity_type 1,,location 613
11186,severity_type 1,,location 613
11603,severity_type 1,,location 613
2148,severity_type 1,1.0,location 613
16345,severity_type 1,1.0,location 613
7681,severity_type 1,,location 613
16572,severity_type 1,0.0,location 613
4863,severity_type 1,0.0,location 613
6076,severity_type 1,2.0,location 613
9535,severity_type 1,,location 613
10490,severity_type 1,,location 613
8119,severity_type 1,2.0,location 613
17792,severity_type 1,,location 613
11742,severity_type 1,2.0,location 613
7917,severity_type 1,,location 613
11814,severity_type 2,,location 613
7693,severity_type 1,,location 613
5870,severity_type 1,,location 613
11824,severity_type 2,0.0,location 613
4845,severity_type 1,,location 613
890,severity_type 1,,location 613
2959,severity_type 1,,location 613
13754,severity_type 1,2.0,location 613
2673,severity_type 1,,location 613
17420,severity_type 1,,location 613
3772,severity_type 2,0.0,location 613
2644,severity_type 1,1.0,location 613
13018,severity_type 1,2.0,location 613
1513,severity_type 1,2.0,location 613
3287,severity_type 1,1.0,location 613
3337,severity_type 1,1.0,location 613
17746,severity_type 1,,location 613
3519,severity_type 1,,location 613
13417,severity_type 1,0.0,location 613
9835,severity_type 1,,location 613
13300,severity_type 1,1.0,location 613
4552,severity_type 1,1.0,location 613
15450,severity_type 1,,location 613
18098,severity_type 1,0.0,location 613
5917,severity_type 1,,location 613
18078,severity_type 1,,location 613
3604,severity_type 1,,location 613
15624,severity_type 1,1.0,location 613
11966,severity_type 1,,location 613
10066,severity_type 1,,location 613
14809,severity_type 1,,location 613
629,severity_type 1,,location 613
18222,severity_type 1,2.0,location 613
8456,severity_type 1,,location 613
14695,severity_type 1,,location 613
17621,severity_type 1,,location 613
3032,severity_type 1,,location 613
12852,severity_type 1,,location 613
8873,severity_type 1,,location 613
10545,severity_type 1,1.0,location 613
10688,severity_type 1,,location 613
4805,severity_type 1,,location 613
12851,severity_type 1,,location 613
16275,severity_type 1,2.0,location 613
4600,severity_type 1,2.0,location 613
12896,severity_type 1,2.0,location 613
17406,severity_type 1,,location 613
17741,severity_type 2,0.0,location 614
17859,severity_type 1,,location 615
11660,severity_type 2,0.0,location 615
1084,severity_type 2,,location 615
13768,severity_type 2,,location 615
9824,severity_type 1,0.0,location 615
3211,severity_type 1,,location 615
11737,severity_type 1,0.0,location 615
17723,severity_type 1,,location 615
13786,severity_type 1,0.0,location 615
2348,severity_type 2,0.0,location 615
16945,severity_type 1,,location 616
8651,severity_type 2,0.0,location 616
9788,severity_type 1,0.0,location 616
3206,severity_type 1,,location 616
8650,severity_type 2,,location 616
381,severity_type 1,1.0,location 617
676,severity_type 1,,location 618
7101,severity_type 1,,location 618
15558,severity_type 4,0.0,location 618
10523,severity_type 2,,location 618
8012,severity_type 1,0.0,location 618
9380,severity_type 1,1.0,location 618
16764,severity_type 1,0.0,location 618
1352,severity_type 1,1.0,location 618
1035,severity_type 1,0.0,location 618
1475,severity_type 4,,location 618
9109,severity_type 4,1.0,location 618
3110,severity_type 1,,location 618
12446,severity_type 1,1.0,location 618
13880,severity_type 1,1.0,location 618
865,severity_type 1,,location 618
6611,severity_type 1,,location 618
4074,severity_type 4,,location 618
4218,severity_type 1,1.0,location 618
17767,severity_type 1,0.0,location 618
4637,severity_type 4,0.0,location 618
10626,severity_type 1,,location 618
16095,severity_type 1,2.0,location 618
954,severity_type 1,0.0,location 618
7798,severity_type 4,1.0,location 618
9567,severity_type 4,,location 618
729,severity_type 1,,location 618
16270,severity_type 2,,location 618
12970,severity_type 2,1.0,location 618
16450,severity_type 1,2.0,location 619
16828,severity_type 1,,location 619
17045,severity_type 1,,location 619
3963,severity_type 1,0.0,location 619
11187,severity_type 1,1.0,location 619
17589,severity_type 1,,location 619
16585,severity_type 1,,location 619
8678,severity_type 1,1.0,location 619
597,severity_type 1,,location 619
12857,severity_type 1,,location 619
9558,severity_type 1,0.0,location 619
14830,severity_type 1,1.0,location 619
3782,severity_type 1,1.0,location 619
2721,severity_type 1,,location 619
4992,severity_type 1,,location 619
6603,severity_type 1,1.0,location 619
8021,severity_type 1,2.0,location 619
2412,severity_type 2,,location 619
1612,severity_type 2,,location 619
140,severity_type 2,,location 619
16848,severity_type 1,,location 619
6331,severity_type 2,0.0,location 619
7691,severity_type 1,,location 619
7415,severity_type 1,0.0,location 619
453,severity_type 2,0.0,location 619
2792,severity_type 2,0.0,location 619
2938,severity_type 1,,location 619
6653,severity_type 1,,location 619
4344,severity_type 1,,location 619
2910,severity_type 1,,location 619
9432,severity_type 1,,location 619
5998,severity_type 1,,location 619
13914,severity_type 1,0.0,location 619
4932,severity_type 1,,location 619
7518,severity_type 1,0.0,location 619
8110,severity_type 1,,location 619
16566,severity_type 1,,location 619
15853,severity_type 1,,location 619
9742,severity_type 1,,location 619
15587,severity_type 1,,location 619
5103,severity_type 1,,location 619
16242,severity_type 1,,location 619
8222,severity_type 1,0.0,location 619
16163,severity_type 1,0.0,location 619
12506,severity_type 1,0.0,location 619
18190,severity_type 1,,location 619
5230,severity_type 1,,location 619
10994,severity_type 1,0.0,location 619
8853,severity_type 1,,location 62
16130,severity_type 1,,location 62
4080,severity_type 1,1.0,location 62
18522,severity_type 1,,location 620
131,severity_type 1,1.0,location 621
17787,severity_type 1,,location 622
9692,severity_type 1,,location 622
15649,severity_type 1,0.0,location 622
17712,severity_type 1,,location 622
5141,severity_type 1,,location 622
13416,severity_type 1,0.0,location 623
8490,severity_type 1,,location 623
5949,severity_type 1,0.0,location 624
10166,severity_type 1,,location 625
17822,severity_type 1,1.0,location 625
16665,severity_type 1,,location 626
1196,severity_type 4,0.0,location 627
9695,severity_type 2,,location 627
13687,severity_type 2,,location 627
1861,severity_type 1,1.0,location 627
3650,severity_type 1,,location 627
10485,severity_type 1,,location 627
2033,severity_type 2,,location 627
18179,severity_type 1,0.0,location 627
6363,severity_type 1,,location 627
7335,severity_type 2,,location 627
12528,severity_type 2,0.0,location 627
7946,severity_type 2,,location 627
5018,severity_type 2,1.0,location 627
15781,severity_type 2,0.0,location 627
16968,severity_type 1,,location 627
15851,severity_type 2,0.0,location 627
7444,severity_type 2,0.0,location 627
6278,severity_type 2,,location 627
13894,severity_type 2,1.0,location 627
9404,severity_type 4,1.0,location 627
14682,severity_type 4,0.0,location 627
383,severity_type 4,,location 627
6067,severity_type 2,0.0,location 627
1633,severity_type 2,,location 627
6967,severity_type 2,,location 627
4441,severity_type 2,0.0,location 627
4123,severity_type 2,1.0,location 627
334,severity_type 2,0.0,location 627
12046,severity_type 1,0.0,location 627
17077,severity_type 2,1.0,location 627
3365,severity_type 2,,location 627
12269,severity_type 1,1.0,location 627
11921,severity_type 2,,location 627
5207,severity_type 2,1.0,location 627
6209,severity_type 2,,location 627
9121,severity_type 2,1.0,location 627
9340,severity_type 2,1.0,location 627
7576,severity_type 2,0.0,location 627
12525,severity_type 2,,location 627
1857,severity_type 4,,location 627
8380,severity_type 2,0.0,location 628
16411,severity_type 1,,location 628
11692,severity_type 1,0.0,location 628
9100,severity_type 1,0.0,location 629
5764,severity_type 1,0.0,location 629
15884,severity_type 1,,location 629
2806,severity_type 1,,location 63
13804,severity_type 2,0.0,location 63
16377,severity_type 1,,location 630
13431,severity_type 1,,location 630
11289,severity_type 1,,location 631
11103,severity_type 1,,location 631
8476,severity_type 1,0.0,location 632
4205,severity_type 2,0.0,location 632
12885,severity_type 1,,location 632
17369,severity_type 1,2.0,location 632
5896,severity_type 1,,location 632
13787,severity_type 1,,location 632
1345,severity_type 1,,location 632
8126,severity_type 1,0.0,location 633
8538,severity_type 1,,location 634
14836,severity_type 1,,location 634
11590,severity_type 1,0.0,location 635
17296,severity_type 1,,location 636
4414,severity_type 1,,location 637
7932,severity_type 1,0.0,location 637
5523,severity_type 1,0.0,location 637
18166,severity_type 1,,location 637
15906,severity_type 1,0.0,location 637
5552,severity_type 1,,location 637
5907,severity_type 1,0.0,location 638
17957,severity_type 1,,location 638
17521,severity_type 1,0.0,location 638
12425,severity_type 1,,location 638
15742,severity_type 1,,location 638
4875,severity_type 4,,location 638
2239,severity_type 1,0.0,location 638
2119,severity_type 4,,location 638
11290,severity_type 1,,location 638
4101,severity_type 1,,location 638
9397,severity_type 4,,location 638
3478,severity_type 1,,location 638
16750,severity_type 1,,location 638
6798,severity_type 1,2.0,location 638
13375,severity_type 1,,location 638
6095,severity_type 4,0.0,location 638
13323,severity_type 4,,location 638
5909,severity_type 1,1.0,location 638
10458,severity_type 1,2.0,location 638
4287,severity_type 1,1.0,location 638
14950,severity_type 1,,location 638
1511,severity_type 1,,location 638
2607,severity_type 1,0.0,location 638
10481,severity_type 1,2.0,location 638
13660,severity_type 1,0.0,location 638
8641,severity_type 1,1.0,location 638
687,severity_type 1,2.0,location 638
6283,severity_type 1,2.0,location 638
5492,severity_type 1,,location 638
11964,severity_type 1,2.0,location 638
1502,severity_type 1,,location 638
17685,severity_type 1,1.0,location 638
11791,severity_type 1,2.0,location 638
10815,severity_type 1,,location 638
10583,severity_type 1,2.0,location 638
6895,severity_type 1,,location 638
530,severity_type 1,,location 638
4093,severity_type 1,,location 638
689,severity_type 1,,location 638
4529,severity_type 4,,location 638
12599,severity_type 4,0.0,location 638
14511,severity_type 1,2.0,location 638
16016,severity_type 1,,location 638
6235,severity_type 1,0.0,location 638
9552,severity_type 1,,location 638
1903,severity_type 1,,location 638
6061,severity_type 4,0.0,location 638
12440,severity_type 1,,location 638
8982,severity_type 1,,location 638
4368,severity_type 1,2.0,location 638
7153,severity_type 1,0.0,location 638
12071,severity_type 1,,location 638
7,severity_type 1,,location 638
13104,severity_type 1,,location 638
14305,severity_type 1,,location 638
17129,severity_type 1,,location 638
10674,severity_type 1,,location 638
18067,severity_type 1,,location 638
4832,severity_type 1,,location 638
2371,severity_type 1,,location 638
3500,severity_type 1,,location 638
16835,severity_type 1,,location 638
10298,severity_type 1,,location 638
2982,severity_type 1,,location 638
13411,severity_type 1,,location 638
11862,severity_type 1,,location 638
15202,severity_type 4,,location 638
12831,severity_type 1,2.0,location 638
6699,severity_type 1,0.0,location 639
12313,severity_type 1,,location 639
12546,severity_type 4,,location 639
7260,severity_type 1,,location 639
1149,severity_type 1,,location 639
10395,severity_type 1,,location 639
5753,severity_type 4,0.0,location 639
9004,severity_type 4,,location 639
583,severity_type 1,1.0,location 639
3,severity_type 1,,location 64
10969,severity_type 1,,location 640
15763,severity_type 1,,location 640
12769,severity_type 1,,location 640
2276,severity_type 4,,location 640
823,severity_type 1,,location 640
9731,severity_type 4,0.0,location 640
17029,severity_type 1,0.0,location 640
5273,severity_type 1,1.0,location 640
1942,severity_type 4,0.0,location 640
7414,severity_type 1,1.0,location 640
15155,severity_type 1,,location 640
8666,severity_type 4,,location 641
951,severity_type 1,,location 641
12205,severity_type 4,,location 641
6848,severity_type 1,,location 641
9772,severity_type 4,,location 641
1749,severity_type 1,1.0,location 641
14755,severity_type 4,,location 641
563,severity_type 1,,location 641
17128,severity_type 1,,location 641
12604,severity_type 4,,location 641
18018,severity_type 1,,location 641
2782,severity_type 1,,location 641
12121,severity_type 1,,location 641
17732,severity_type 1,,location 641
697,severity_type 1,,location 641
18454,severity_type 1,,location 641
7233,severity_type 1,,location 641
17247,severity_type 1,,location 641
7428,severity_type 1,,location 641
16234,severity_type 1,,location 641
18115,severity_type 1,2.0,location 641
2898,severity_type 1,,location 641
11707,severity_type 1,1.0,location 641
1980,severity_type 1,1.0,location 641
12294,severity_type 1,2.0,location 641
4387,severity_type 1,,location 641
12234,severity_type 1,,location 641
3887,severity_type 1,,location 641
6040,severity_type 1,,location 641
13694,severity_type 4,,location 641
13463,severity_type 1,,location 641
561,severity_type 1,0.0,location 641
15473,severity_type 1,0.0,location 641
18345,severity_type 4,,location 641
4515,severity_type 1,,location 641
8773,severity_type 1,1.0,location 641
2726,severity_type 1,,location 641
14697,severity_type 1,,location 641
13947,severity_type 1,2.0,location 641
7050,severity_type 4,,location 641
1703,severity_type 1,,location 641
17305,severity_type 1,0.0,location 641
13191,severity_type 4,,location 641
2941,severity_type 1,,location 641
1571,severity_type 1,,location 641
7366,severity_type 1,,location 641
2606,severity_type 1,0.0,location 641
14584,severity_type 1,,location 641
3961,severity_type 1,,location 641
9971,severity_type 1,,location 641
14857,severity_type 1,,location 641
18007,severity_type 1,,location 641
1307,severity_type 1,,location 641
6345,severity_type 1,,location 641
10147,severity_type 1,,location 641
13709,severity_type 1,,location 642
5326,severity_type 1,2.0,location 642
1447,severity_type 1,1.0,location 642
6626,severity_type 1,,location 643
8981,severity_type 1,2.0,location 643
11295,severity_type 1,1.0,location 643
3546,severity_type 4,,location 643
3821,severity_type 4,0.0,location 643
12022,severity_type 1,1.0,location 643
9416,severity_type 1,,location 643
16934,severity_type 4,0.0,location 643
6506,severity_type 4,,location 643
17104,severity_type 1,,location 643
8048,severity_type 1,,location 643
9492,severity_type 1,1.0,location 643
8102,severity_type 4,0.0,location 643
5481,severity_type 1,,location 643
10540,severity_type 1,,location 643
136,severity_type 1,,location 643
4698,severity_type 1,,location 643
11319,severity_type 4,0.0,location 643
10549,severity_type 4,,location 643
6407,severity_type 1,2.0,location 643
5936,severity_type 1,,location 643
7584,severity_type 1,,location 643
9559,severity_type 1,,location 643
5409,severity_type 1,,location 643
13790,severity_type 4,,location 643
5377,severity_type 1,1.0,location 643
7169,severity_type 1,1.0,location 643
9414,severity_type 4,,location 643
457,severity_type 1,,location 643
7020,severity_type 1,2.0,location 644
5157,severity_type 1,0.0,location 644
9754,severity_type 1,1.0,location 644
13559,severity_type 1,0.0,location 644
7022,severity_type 1,0.0,location 644
14278,severity_type 1,0.0,location 644
9188,severity_type 1,0.0,location 644
5580,severity_type 1,0.0,location 644
5683,severity_type 1,1.0,location 644
4128,severity_type 1,,location 644
5678,severity_type 1,,location 644
16526,severity_type 1,0.0,location 644
8454,severity_type 1,0.0,location 644
2302,severity_type 1,0.0,location 644
18470,severity_type 1,,location 644
19,severity_type 1,1.0,location 644
12669,severity_type 1,,location 644
1201,severity_type 1,,location 644
18110,severity_type 1,2.0,location 644
11836,severity_type 1,,location 644
14648,severity_type 4,,location 644
4416,severity_type 4,0.0,location 644
6691,severity_type 1,1.0,location 644
10002,severity_type 4,,location 644
12933,severity_type 4,,location 644
5567,severity_type 1,,location 644
15606,severity_type 1,1.0,location 644
7802,severity_type 1,,location 644
16894,severity_type 1,1.0,location 644
12329,severity_type 1,1.0,location 644
11056,severity_type 1,,location 644
9112,severity_type 1,,location 644
9489,severity_type 1,0.0,location 644
18270,severity_type 1,1.0,location 644
12601,severity_type 4,,location 644
4381,severity_type 1,2.0,location 644
5716,severity_type 4,,location 645
2028,severity_type 1,0.0,location 645
8186,severity_type 1,,location 645
13063,severity_type 1,,location 645
5301,severity_type 4,,location 645
6728,severity_type 4,,location 645
9300,severity_type 1,,location 645
13877,severity_type 1,,location 645
5551,severity_type 1,1.0,location 645
1480,severity_type 1,,location 645
645,severity_type 1,,location 645
14181,severity_type 1,0.0,location 645
5281,severity_type 1,0.0,location 645
6365,severity_type 1,0.0,location 645
4,severity_type 4,,location 645
12145,severity_type 1,2.0,location 645
2927,severity_type 1,,location 645
15423,severity_type 1,,location 645
12971,severity_type 1,,location 645
8001,severity_type 1,,location 645
16685,severity_type 1,,location 645
16440,severity_type 2,,location 646
9924,severity_type 1,,location 646
16810,severity_type 1,,location 646
956,severity_type 1,,location 646
794,severity_type 1,0.0,location 646
15870,severity_type 1,0.0,location 646
3133,severity_type 1,0.0,location 646
6104,severity_type 1,,location 646
5635,severity_type 1,,location 646
1528,severity_type 1,2.0,location 646
8802,severity_type 1,1.0,location 646
4511,severity_type 1,1.0,location 646
7036,severity_type 1,,location 646
11450,severity_type 1,,location 646
17220,severity_type 1,2.0,location 646
14190,severity_type 1,,location 646
12824,severity_type 1,1.0,location 646
5792,severity_type 1,,location 646
4769,severity_type 1,1.0,location 646
4955,severity_type 1,,location 646
8379,severity_type 1,,location 646
10112,severity_type 1,,location 646
6066,severity_type 1,,location 646
11830,severity_type 1,,location 646
220,severity_type 1,,location 646
6062,severity_type 1,,location 646
9524,severity_type 1,0.0,location 646
10820,severity_type 1,1.0,location 646
14975,severity_type 1,1.0,location 646
7395,severity_type 1,,location 647
5202,severity_type 1,0.0,location 648
2267,severity_type 1,,location 648
5067,severity_type 1,,location 648
15639,severity_type 1,,location 648
4536,severity_type 1,,location 648
13498,severity_type 1,0.0,location 648
8450,severity_type 4,,location 648
10141,severity_type 1,0.0,location 648
16070,severity_type 1,,location 648
14152,severity_type 1,,location 648
3993,severity_type 1,,location 648
10907,severity_type 1,,location 648
12610,severity_type 1,1.0,location 648
6807,severity_type 4,,location 648
17316,severity_type 1,,location 648
16350,severity_type 1,,location 648
18427,severity_type 1,,location 648
18367,severity_type 4,0.0,location 648
17445,severity_type 1,,location 648
16919,severity_type 1,,location 648
8849,severity_type 4,,location 648
2985,severity_type 1,,location 648
12181,severity_type 1,,location 648
15912,severity_type 1,1.0,location 648
11801,severity_type 1,,location 648
1248,severity_type 1,2.0,location 648
14307,severity_type 4,,location 648
2283,severity_type 1,,location 648
13091,severity_type 1,,location 648
16443,severity_type 1,,location 648
650,severity_type 1,,location 648
6667,severity_type 1,,location 648
5084,severity_type 2,,location 648
10234,severity_type 1,,location 648
470,severity_type 2,0.0,location 648
11700,severity_type 1,0.0,location 648
18511,severity_type 1,1.0,location 648
15682,severity_type 1,,location 648
1774,severity_type 1,,location 648
15308,severity_type 1,,location 648
12926,severity_type 1,2.0,location 648
5134,severity_type 1,,location 648
17821,severity_type 1,1.0,location 648
12124,severity_type 1,,location 648
8056,severity_type 1,,location 649
12480,severity_type 1,,location 649
7063,severity_type 1,,location 649
8243,severity_type 1,,location 649
7205,severity_type 1,,location 649
13444,severity_type 1,0.0,location 649
14741,severity_type 1,0.0,location 649
12436,severity_type 1,,location 649
3839,severity_type 1,1.0,location 649
13937,severity_type 1,,location 649
11325,severity_type 1,1.0,location 649
8834,severity_type 1,,location 649
10324,severity_type 1,2.0,location 65
13136,severity_type 1,,location 650
13994,severity_type 1,,location 650
13599,severity_type 1,,location 650
18436,severity_type 1,,location 650
2234,severity_type 1,,location 651
11794,severity_type 1,,location 651
10338,severity_type 1,,location 651
949,severity_type 1,0.0,location 651
2960,severity_type 1,,location 651
1346,severity_type 1,,location 651
7031,severity_type 1,,location 651
16794,severity_type 1,0.0,location 651
11600,severity_type 1,1.0,location 651
16115,severity_type 1,,location 651
18460,severity_type 1,,location 651
10724,severity_type 1,0.0,location 651
10598,severity_type 1,0.0,location 651
4144,severity_type 1,1.0,location 651
18030,severity_type 1,0.0,location 652
17124,severity_type 1,,location 652
7814,severity_type 2,,location 652
15003,severity_type 1,,location 652
14381,severity_type 2,0.0,location 652
4993,severity_type 1,,location 652
3792,severity_type 1,,location 652
14057,severity_type 1,,location 652
986,severity_type 1,,location 652
16940,severity_type 1,,location 652
4502,severity_type 1,,location 652
1246,severity_type 1,,location 652
14308,severity_type 1,,location 652
6776,severity_type 1,1.0,location 652
14752,severity_type 2,0.0,location 653
13511,severity_type 2,,location 653
9077,severity_type 1,,location 653
14253,severity_type 1,0.0,location 653
17095,severity_type 2,0.0,location 653
16278,severity_type 2,,location 653
7006,severity_type 2,0.0,location 653
12171,severity_type 2,,location 653
2401,severity_type 2,,location 653
10751,severity_type 2,,location 653
2843,severity_type 2,,location 653
1794,severity_type 2,,location 653
3295,severity_type 1,,location 653
13188,severity_type 1,,location 653
8959,severity_type 1,,location 653
12764,severity_type 2,0.0,location 653
18057,severity_type 2,0.0,location 653
10887,severity_type 1,,location 653
6025,severity_type 1,,location 653
2486,severity_type 2,0.0,location 653
1467,severity_type 1,,location 653
9223,severity_type 1,,location 653
15598,severity_type 1,0.0,location 653
3735,severity_type 2,,location 653
1897,severity_type 1,,location 653
15559,severity_type 2,,location 653
16042,severity_type 1,,location 653
14320,severity_type 2,,location 653
10756,severity_type 2,0.0,location 653
10640,severity_type 1,,location 653
16692,severity_type 1,,location 653
7745,severity_type 1,,location 653
13539,severity_type 1,,location 653
14053,severity_type 1,0.0,location 653
2939,severity_type 1,,location 653
16739,severity_type 2,,location 653
9310,severity_type 1,,location 653
13926,severity_type 2,1.0,location 653
5750,severity_type 2,1.0,location 653
3063,severity_type 1,2.0,location 653
4716,severity_type 1,,location 653
1908,severity_type 1,0.0,location 653
6628,severity_type 1,,location 653
17619,severity_type 1,,location 653
2928,severity_type 2,,location 653
9221,severity_type 2,1.0,location 653
9840,severity_type 1,,location 653
7963,severity_type 1,,location 653
2804,severity_type 2,0.0,location 653
17213,severity_type 1,1.0,location 653
643,severity_type 2,,location 653
3152,severity_type 1,2.0,location 653
872,severity_type 2,,location 653
7610,severity_type 1,1.0,location 653
13940,severity_type 2,2.0,location 653
16287,severity_type 2,2.0,location 653
8520,severity_type 2,,location 653
2519,severity_type 1,,location 653
16074,severity_type 1,2.0,location 653
2936,severity_type 1,,location 653
16564,severity_type 1,,location 653
6975,severity_type 2,2.0,location 653
10208,severity_type 2,,location 653
18424,severity_type 2,,location 653
8268,severity_type 1,,location 653
14272,severity_type 1,,location 653
3891,severity_type 2,,location 653
7769,severity_type 1,2.0,location 653
1879,severity_type 1,,location 653
3905,severity_type 1,,location 653
16324,severity_type 1,,location 653
16802,severity_type 2,,location 653
5902,severity_type 2,,location 653
15371,severity_type 2,,location 653
2966,severity_type 1,0.0,location 653
7581,severity_type 1,,location 653
17438,severity_type 1,2.0,location 653
3122,severity_type 1,0.0,location 653
11717,severity_type 1,,location 653
6808,severity_type 1,1.0,location 653
1859,severity_type 1,,location 653
11092,severity_type 2,,location 653
